tile,id,centroid,area_m2,min_veg_distance_m,risk_score,zone_1a_veg_density,zone_1b_veg_density,zone_2_veg_density,overlay_image
688efdf3_00512_02048,2,"(92, 19)",22.3,999.0,0.0,0.0,0.0,0.0,overlay/688efdf3_00512_02048.png
688efdf3_00512_02560,0,"(109, 285)",30.9,9.03,0.08,0.0,0.01,0.041,overlay/688efdf3_00512_02560.png
688efdf3_00512_02560,1,"(51, 42)",31.7,16.9,0.04,0.0,0.0,0.034,overlay/688efdf3_00512_02560.png
688efdf3_01024_00000,0,"(239, 453)",91.7,999.0,0.0,0.0,0.0,0.0,overlay/688efdf3_01024_00000.png
688efdf3_01024_00000,1,"(255, 115)",178.9,999.0,0.0,0.0,0.0,0.0,overlay/688efdf3_01024_00000.png
688efdf3_01024_00512,0,"(416, 458)",75.8,999.0,0.0,0.0,0.0,0.0,overlay/688efdf3_01024_00512.png
688efdf3_01024_00512,1,"(363, 122)",227.3,999.0,0.0,0.0,0.0,0.0,overlay/688efdf3_01024_00512.png
688efdf3_01024_01024,0,"(16, 454)",13.2,999.0,0.0,0.0,0.0,0.0,overlay/688efdf3_01024_01024.png
688efdf3_01024_01024,1,"(388, 449)",95.1,999.0,0.0,0.0,0.0,0.0,overlay/688efdf3_01024_01024.png
688efdf3_01024_01024,2,"(472, 117)",63.4,999.0,0.0,0.0,0.0,0.0,overlay/688efdf3_01024_01024.png
688efdf3_01024_01024,3,"(282, 117)",151.3,999.0,0.0,0.0,0.0,0.0,overlay/688efdf3_01024_01024.png
688efdf3_01024_01024,4,"(64, 57)",48.3,999.0,0.0,0.0,0.0,0.0,overlay/688efdf3_01024_01024.png
688efdf3_01024_01536,0,"(359, 473)",78.6,3.3,0.02,0.0,0.007,0.0,overlay/688efdf3_01024_01536.png
688efdf3_01024_01536,1,"(367, 122)",148.3,7.93,0.02,0.0,0.005,0.0,overlay/688efdf3_01024_01536.png
688efdf3_01024_01536,2,"(59, 135)",109.8,9.33,0.01,0.0,0.002,0.002,overlay/688efdf3_01024_01536.png
688efdf3_01024_02048,0,"(482, 114)",43.2,999.0,0.0,0.0,0.0,0.0,overlay/688efdf3_01024_02048.png
688efdf3_01024_02048,1,"(299, 110)",141.3,999.0,0.0,0.0,0.0,0.0,overlay/688efdf3_01024_02048.png
688efdf3_01024_02048,2,"(88, 104)",129.9,999.0,0.0,0.0,0.0,0.0,overlay/688efdf3_01024_02048.png
688efdf3_01024_02560,0,"(155, 484)",59.4,1.72,0.15,0.0,0.051,0.0,overlay/688efdf3_01024_02560.png
688efdf3_01024_02560,1,"(213, 145)",83.6,7.65,0.08,0.0,0.02,0.013,overlay/688efdf3_01024_02560.png
688efdf3_01024_02560,2,"(58, 124)",91.5,5.82,0.12,0.0,0.037,0.006,overlay/688efdf3_01024_02560.png
688efdf3_01536_00000,0,"(297, 452)",90.4,1.45,0.01,0.0,0.004,0.0,overlay/688efdf3_01536_00000.png
688efdf3_01536_00000,1,"(274, 265)",130.6,6.94,0.01,0.0,0.002,0.0,overlay/688efdf3_01536_00000.png
688efdf3_01536_00000,2,"(249, 39)",61.6,21.76,0.0,0.0,0.0,0.003,overlay/688efdf3_01536_00000.png
688efdf3_01536_00512,0,"(427, 421)",100.8,17.88,0.01,0.0,0.0,0.007,overlay/688efdf3_01536_00512.png
688efdf3_01536_00512,1,"(412, 206)",134.6,18.78,0.01,0.0,0.0,0.01,overlay/688efdf3_01536_00512.png
688efdf3_01536_00512,2,"(400, 43)",70.7,23.96,0.01,0.0,0.0,0.006,overlay/688efdf3_01536_00512.png
688efdf3_01536_01024,0,"(37, 382)",24.6,999.0,0.0,0.0,0.0,0.0,overlay/688efdf3_01536_01024.png
688efdf3_01536_01024,1,"(410, 342)",233.0,999.0,0.0,0.0,0.0,0.0,overlay/688efdf3_01536_01024.png
688efdf3_01536_01024,2,"(23, 212)",33.0,999.0,0.0,0.0,0.0,0.0,overlay/688efdf3_01536_01024.png
688efdf3_01536_01024,3,"(387, 73)",109.7,999.0,0.0,0.0,0.0,0.0,overlay/688efdf3_01536_01024.png
688efdf3_01536_01536,0,"(374, 426)",128.1,999.0,0.0,0.0,0.0,0.0,overlay/688efdf3_01536_01536.png
688efdf3_01536_01536,1,"(360, 64)",139.3,999.0,0.0,0.0,0.0,0.0,overlay/688efdf3_01536_01536.png
688efdf3_01536_02048,0,"(294, 452)",179.6,999.0,0.0,0.0,0.0,0.0,overlay/688efdf3_01536_02048.png
688efdf3_01536_02048,1,"(257, 71)",262.0,999.0,0.0,0.0,0.0,0.0,overlay/688efdf3_01536_02048.png
688efdf3_01536_02560,0,"(239, 436)",165.3,999.0,0.0,0.0,0.0,0.0,overlay/688efdf3_01536_02560.png
688efdf3_01536_02560,1,"(279, 59)",45.5,999.0,0.0,0.0,0.0,0.0,overlay/688efdf3_01536_02560.png
688efdf3_01536_02560,2,"(96, 75)",103.7,999.0,0.0,0.0,0.0,0.0,overlay/688efdf3_01536_02560.png
688efdf3_02048_00000,0,"(372, 457)",78.0,999.0,0.0,0.0,0.0,0.0,overlay/688efdf3_02048_00000.png
688efdf3_02048_00000,1,"(348, 241)",145.9,999.0,0.0,0.0,0.0,0.0,overlay/688efdf3_02048_00000.png
688efdf3_02048_00000,2,"(323, 41)",65.3,999.0,0.0,0.0,0.0,0.0,overlay/688efdf3_02048_00000.png
688efdf3_02048_00512,0,"(457, 377)",72.8,999.0,0.0,0.0,0.0,0.0,overlay/688efdf3_02048_00512.png
688efdf3_02048_00512,1,"(436, 147)",57.8,999.0,0.0,0.0,0.0,0.0,overlay/688efdf3_02048_00512.png
688efdf3_02048_01024,0,"(80, 356)",111.4,999.0,0.0,0.0,0.0,0.0,overlay/688efdf3_02048_01024.png
688efdf3_02048_01024,1,"(437, 339)",169.4,999.0,0.0,0.0,0.0,0.0,overlay/688efdf3_02048_01024.png
688efdf3_02048_01024,2,"(68, 148)",61.0,999.0,0.0,0.0,0.0,0.0,overlay/688efdf3_02048_01024.png
688efdf3_02048_01024,3,"(422, 79)",101.5,999.0,0.0,0.0,0.0,0.0,overlay/688efdf3_02048_01024.png
688efdf3_02048_01536,0,"(406, 396)",156.3,0.18,1.16,0.213,0.033,0.0,overlay/688efdf3_02048_01536.png
688efdf3_02048_01536,1,"(19, 90)",19.2,16.12,0.04,0.0,0.0,0.029,overlay/688efdf3_02048_01536.png
688efdf3_02048_01536,2,"(388, 90)",139.5,6.95,0.08,0.0,0.01,0.037,overlay/688efdf3_02048_01536.png
688efdf3_02048_02048,0,"(118, 375)",178.3,0.0,0.48,0.094,0.004,0.0,overlay/688efdf3_02048_02048.png
688efdf3_02048_02048,1,"(394, 337)",170.3,0.18,0.48,0.094,0.003,0.0,overlay/688efdf3_02048_02048.png
688efdf3_02048_02560,0,"(58, 320)",88.8,11.0,0.05,0.0,0.0,0.042,overlay/688efdf3_02048_02560.png
688efdf3_02048_02560,1,"(299, 284)",215.5,1.05,0.13,0.005,0.035,0.0,overlay/688efdf3_02048_02560.png
688efdf3_02048_02560,2,"(229, 35)",63.0,0.67,0.33,0.031,0.056,0.0,overlay/688efdf3_02048_02560.png
688efdf3_02560_00000,0,"(456, 484)",21.6,14.38,0.22,0.0,0.0,0.177,overlay/688efdf3_02560_00000.png
688efdf3_02560_00000,1,"(345, 237)",86.9,7.47,0.63,0.0,0.067,0.345,overlay/688efdf3_02560_00000.png
688efdf3_02560_00000,2,"(373, 53)",86.3,8.99,0.32,0.0,0.016,0.214,overlay/688efdf3_02560_00000.png
688efdf3_02560_00512,0,"(482, 313)",31.5,999.0,0.0,0.0,0.0,0.0,overlay/688efdf3_02560_00512.png
688efdf3_02560_00512,1,"(468, 74)",49.9,999.0,0.0,0.0,0.0,0.0,overlay/688efdf3_02560_00512.png
688efdf3_02560_01024,0,"(122, 477)",57.7,999.0,0.0,0.0,0.0,0.0,overlay/688efdf3_02560_01024.png
688efdf3_02560_01024,1,"(479, 398)",45.7,999.0,0.0,0.0,0.0,0.0,overlay/688efdf3_02560_01024.png
688efdf3_02560_01024,2,"(97, 291)",108.8,999.0,0.0,0.0,0.0,0.0,overlay/688efdf3_02560_01024.png
688efdf3_02560_01024,3,"(455, 65)",52.4,999.0,0.0,0.0,0.0,0.0,overlay/688efdf3_02560_01024.png
688efdf3_02560_01024,4,"(50, 101)",72.9,999.0,0.0,0.0,0.0,0.0,overlay/688efdf3_02560_01024.png
688efdf3_02560_01536,0,"(252, 374)",361.1,0.0,0.11,0.015,0.011,0.0,overlay/688efdf3_02560_01536.png
688efdf3_02560_01536,1,"(49, 59)",42.0,26.41,0.07,0.0,0.0,0.005,overlay/688efdf3_02560_01536.png
688efdf3_02560_02048,0,"(175, 319)",262.3,3.12,0.16,0.0,0.052,0.0,overlay/688efdf3_02560_02048.png
688efdf3_02560_02048,1,"(453, 277)",83.8,4.27,0.22,0.0,0.072,0.001,overlay/688efdf3_02560_02048.png
688efdf3_02560_02560,0,"(261, 249)",375.7,0.46,1.82,0.01,0.208,0.917,overlay/688efdf3_02560_02560.png
688efdf3_03072_00000,0,"(461, 104)",78.4,12.12,0.56,0.0,0.0,0.444,overlay/688efdf3_03072_00000.png
688efdf3_03072_00000,1,"(348, 69)",26.2,7.29,0.78,0.0,0.089,0.408,overlay/688efdf3_03072_00000.png
688efdf3_03072_00512,0,"(41, 95)",59.1,999.0,0.0,0.0,0.0,0.0,overlay/688efdf3_03072_00512.png
688efdf3_03072_01024,0,"(140, 467)",70.2,10.62,0.1,0.0,0.0,0.079,overlay/688efdf3_03072_01024.png
688efdf3_03072_01024,1,"(479, 380)",14.3,0.55,0.42,0.053,0.03,0.056,overlay/688efdf3_03072_01024.png
688efdf3_03072_01024,2,"(145, 286)",170.6,0.59,0.38,0.024,0.041,0.115,overlay/688efdf3_03072_01024.png
688efdf3_03072_01024,3,"(96, 45)",66.4,2.18,0.31,0.0,0.082,0.043,overlay/688efdf3_03072_01024.png
688efdf3_03072_01536,0,"(38, 416)",36.5,1.04,0.45,0.012,0.032,0.23,overlay/688efdf3_03072_01536.png
688efdf3_03072_01536,1,"(481, 271)",41.8,5.15,0.48,0.0,0.058,0.249,overlay/688efdf3_03072_01536.png
688efdf3_03072_01536,2,"(288, 268)",171.6,0.6,1.07,0.012,0.231,0.255,overlay/688efdf3_03072_01536.png
688efdf3_03072_02048,0,"(61, 267)",82.8,3.36,0.32,0.0,0.047,0.143,overlay/688efdf3_03072_02048.png
688efdf3_03072_02048,1,"(443, 233)",81.2,1.02,0.66,0.016,0.176,0.039,overlay/688efdf3_03072_02048.png
688efdf3_03072_02048,2,"(233, 231)",124.2,2.63,0.47,0.0,0.112,0.106,overlay/688efdf3_03072_02048.png
688efdf3_03072_02560,0,"(24, 235)",28.7,7.43,0.13,0.0,0.029,0.032,overlay/688efdf3_03072_02560.png
688efdf3_03072_02560,1,"(377, 167)",129.6,2.49,0.18,0.0,0.05,0.024,overlay/688efdf3_03072_02560.png
688efdf3_03072_02560,2,"(182, 184)",109.9,1.21,0.19,0.003,0.057,0.0,overlay/688efdf3_03072_02560.png
688efdf3_03584_00000,0,"(420, 256)",33.0,6.13,1.38,0.0,0.174,0.685,overlay/688efdf3_03584_00000.png
688efdf3_03584_00512,0,"(88, 277)",181.3,999.0,0.0,0.0,0.0,0.0,overlay/688efdf3_03584_00512.png
688efdf3_03584_01024,0,"(216, 450)",82.8,15.66,0.03,0.0,0.0,0.026,overlay/688efdf3_03584_01024.png
688efdf3_03584_01024,1,"(168, 252)",100.7,10.94,0.07,0.0,0.0,0.053,overlay/688efdf3_03584_01024.png
688efdf3_03584_01024,2,"(155, 40)",51.5,11.05,0.03,0.0,0.0,0.02,overlay/688efdf3_03584_01024.png
688efdf3_03584_01536,0,"(157, 374)",123.6,999.0,0.0,0.0,0.0,0.0,overlay/688efdf3_03584_01536.png
688efdf3_03584_01536,1,"(140, 107)",97.5,999.0,0.0,0.0,0.0,0.0,overlay/688efdf3_03584_01536.png
688efdf3_03584_02048,0,"(440, 461)",52.0,999.0,0.0,0.0,0.0,0.0,overlay/688efdf3_03584_02048.png
688efdf3_03584_02048,1,"(318, 372)",23.9,999.0,0.0,0.0,0.0,0.0,overlay/688efdf3_03584_02048.png
688efdf3_03584_02048,2,"(413, 246)",115.5,999.0,0.0,0.0,0.0,0.0,overlay/688efdf3_03584_02048.png
688efdf3_03584_02560,0,"(31, 468)",19.6,26.93,0.02,0.0,0.0,0.004,overlay/688efdf3_03584_02560.png
688efdf3_03584_02560,1,"(30, 221)",33.3,19.23,0.01,0.0,0.0,0.007,overlay/688efdf3_03584_02560.png
688efdf3_04096_00000,0,"(479, 111)",51.8,7.51,1.24,0.0,0.137,0.665,overlay/688efdf3_04096_00000.png
688efdf3_04096_00512,0,"(102, 375)",162.5,999.0,0.0,0.0,0.0,0.0,overlay/688efdf3_04096_00512.png
688efdf3_04096_00512,1,"(76, 109)",120.2,999.0,0.0,0.0,0.0,0.0,overlay/688efdf3_04096_00512.png
688efdf3_04096_01024,0,"(275, 391)",155.5,999.0,0.0,0.0,0.0,0.0,overlay/688efdf3_04096_01024.png
688efdf3_04096_01024,1,"(253, 168)",176.0,999.0,0.0,0.0,0.0,0.0,overlay/688efdf3_04096_01024.png
688efdf3_04096_01024,2,"(183, 24)",31.1,999.0,0.0,0.0,0.0,0.0,overlay/688efdf3_04096_01024.png
688efdf3_04096_01536,0,"(388, 465)",66.1,0.0,4.3,0.49,0.607,0.02,overlay/688efdf3_04096_01536.png
688efdf3_04096_01536,1,"(190, 157)",149.7,0.48,1.18,0.036,0.198,0.326,overlay/688efdf3_04096_01536.png
688efdf3_04096_02048,0,"(443, 431)",78.5,4.02,0.33,0.0,0.023,0.205,overlay/688efdf3_04096_02048.png
688efdf3_04096_02048,1,"(191, 385)",124.0,0.0,1.85,0.223,0.245,0.0,overlay/688efdf3_04096_02048.png
688efdf3_04096_02048,2,"(444, 92)",89.4,5.71,1.06,0.0,0.014,0.211,overlay/688efdf3_04096_02048.png
688efdf3_04096_02560,0,"(74, 417)",80.1,1.0,0.9,0.022,0.262,0.0,overlay/688efdf3_04096_02560.png
688efdf3_04096_02560,1,"(42, 78)",50.4,3.9,0.47,0.0,0.135,0.055,overlay/688efdf3_04096_02560.png
688efdf3_04608_00512,0,"(143, 355)",171.5,0.12,0.24,0.046,0.004,0.0,overlay/688efdf3_04608_00512.png
688efdf3_04608_00512,1,"(115, 102)",168.1,16.8,0.02,0.0,0.0,0.014,overlay/688efdf3_04608_00512.png
688efdf3_04608_01024,0,"(314, 379)",171.1,0.6,0.1,0.017,0.006,0.0,overlay/688efdf3_04608_01024.png
688efdf3_04608_01024,1,"(259, 137)",93.8,0.66,0.15,0.026,0.004,0.003,overlay/688efdf3_04608_01024.png
688efdf3_04608_01536,0,"(437, 417)",66.5,0.54,2.06,0.13,0.234,0.564,overlay/688efdf3_04608_01536.png
688efdf3_04608_01536,1,"(208, 397)",105.7,0.91,2.08,0.007,0.427,0.615,overlay/688efdf3_04608_01536.png
688efdf3_04608_02048,0,"(204, 373)",111.8,1.24,0.91,0.005,0.177,0.284,overlay/688efdf3_04608_02048.png
688efdf3_04608_02048,1,"(442, 250)",142.3,0.95,0.74,0.009,0.059,0.414,overlay/688efdf3_04608_02048.png
688efdf3_04608_02048,2,"(436, 18)",16.8,0.27,1.08,0.055,0.073,0.194,overlay/688efdf3_04608_02048.png
688f0868_00000_00000,0,"(309, 192)",167.1,999.0,0.0,0.0,0.0,0.0,overlay/688f0868_00000_00000.png
688f0868_00000_00512,0,"(347, 210)",167.7,999.0,0.0,0.0,0.0,0.0,overlay/688f0868_00000_00512.png
688f0868_00000_01024,0,"(204, 210)",382.6,3.16,0.13,0.0,0.042,0.0,overlay/688f0868_00000_01024.png
688f0868_00000_01536,0,"(481, 245)",51.9,2.39,0.07,0.0,0.022,0.0,overlay/688f0868_00000_01536.png
688f0868_00000_01536,1,"(166, 257)",296.4,2.55,0.04,0.0,0.014,0.0,overlay/688f0868_00000_01536.png
688f0868_00000_02048,0,"(221, 253)",141.8,8.84,0.08,0.0,0.005,0.05,overlay/688f0868_00000_02048.png
688f0868_00000_02048,1,"(40, 269)",72.7,4.15,0.07,0.0,0.024,0.0,overlay/688f0868_00000_02048.png
688f0868_00000_02048,2,"(431, 264)",158.5,17.13,0.03,0.0,0.0,0.021,overlay/688f0868_00000_02048.png
688f0868_00000_02560,0,"(145, 291)",152.6,999.0,0.0,0.0,0.0,0.0,overlay/688f0868_00000_02560.png
688f0868_00512_00000,0,"(132, 422)",61.2,999.0,0.0,0.0,0.0,0.0,overlay/688f0868_00512_00000.png
688f0868_00512_00000,1,"(328, 399)",175.9,999.0,0.0,0.0,0.0,0.0,overlay/688f0868_00512_00000.png
688f0868_00512_00512,0,"(415, 411)",134.6,999.0,0.0,0.0,0.0,0.0,overlay/688f0868_00512_00512.png
688f0868_00512_01024,0,"(125, 405)",135.6,999.0,0.0,0.0,0.0,0.0,overlay/688f0868_00512_01024.png
688f0868_00512_01024,1,"(395, 414)",135.5,999.0,0.0,0.0,0.0,0.0,overlay/688f0868_00512_01024.png
688f0868_00512_01536,0,"(457, 410)",78.0,999.0,0.0,0.0,0.0,0.0,overlay/688f0868_00512_01536.png
688f0868_00512_01536,1,"(135, 414)",137.2,999.0,0.0,0.0,0.0,0.0,overlay/688f0868_00512_01536.png
688f0868_00512_02048,0,"(45, 440)",44.5,18.73,0.02,0.0,0.0,0.019,overlay/688f0868_00512_02048.png
688f0868_00512_02048,1,"(430, 429)",95.0,25.35,0.03,0.0,0.0,0.021,overlay/688f0868_00512_02048.png
688f0868_00512_02048,2,"(216, 429)",114.9,18.34,0.04,0.0,0.0,0.031,overlay/688f0868_00512_02048.png
688f0868_00512_02560,0,"(182, 428)",110.4,999.0,0.0,0.0,0.0,0.0,overlay/688f0868_00512_02560.png
688f0868_01024_00000,0,"(295, 326)",198.9,999.0,0.0,0.0,0.0,0.0,overlay/688f0868_01024_00000.png
688f0868_01024_00000,1,"(341, 37)",56.5,999.0,0.0,0.0,0.0,0.0,overlay/688f0868_01024_00000.png
688f0868_01024_00512,0,"(463, 489)",15.5,999.0,0.0,0.0,0.0,0.0,overlay/688f0868_01024_00512.png
688f0868_01024_00512,1,"(452, 349)",80.1,999.0,0.0,0.0,0.0,0.0,overlay/688f0868_01024_00512.png
688f0868_01024_00512,2,"(423, 44)",55.3,999.0,0.0,0.0,0.0,0.0,overlay/688f0868_01024_00512.png
688f0868_01024_01024,0,"(73, 487)",24.9,999.0,0.0,0.0,0.0,0.0,overlay/688f0868_01024_01024.png
688f0868_01024_01024,1,"(451, 360)",116.9,999.0,0.0,0.0,0.0,0.0,overlay/688f0868_01024_01024.png
688f0868_01024_01024,2,"(65, 331)",98.1,999.0,0.0,0.0,0.0,0.0,overlay/688f0868_01024_01024.png
688f0868_01024_01024,3,"(388, 26)",38.8,999.0,0.0,0.0,0.0,0.0,overlay/688f0868_01024_01024.png
688f0868_01024_01024,4,"(142, 36)",53.1,999.0,0.0,0.0,0.0,0.0,overlay/688f0868_01024_01024.png
688f0868_01024_01536,0,"(423, 376)",130.8,3.42,0.03,0.0,0.01,0.0,overlay/688f0868_01024_01536.png
688f0868_01024_01536,1,"(49, 359)",100.7,5.93,0.02,0.0,0.006,0.003,overlay/688f0868_01024_01536.png
688f0868_01024_01536,2,"(454, 28)",23.6,7.98,0.03,0.0,0.009,0.002,overlay/688f0868_01024_01536.png
688f0868_01024_01536,3,"(148, 40)",58.2,4.62,0.02,0.0,0.007,0.002,overlay/688f0868_01024_01536.png
688f0868_01024_02048,0,"(258, 387)",394.4,999.0,0.0,0.0,0.0,0.0,overlay/688f0868_01024_02048.png
688f0868_01024_02048,1,"(436, 25)",27.2,999.0,0.0,0.0,0.0,0.0,overlay/688f0868_01024_02048.png
688f0868_01024_02048,2,"(225, 20)",25.8,999.0,0.0,0.0,0.0,0.0,overlay/688f0868_01024_02048.png
688f0868_01024_02048,3,"(44, 33)",20.8,999.0,0.0,0.0,0.0,0.0,overlay/688f0868_01024_02048.png
688f0868_01024_02560,0,"(176, 395)",268.0,1.75,0.08,0.0,0.028,0.0,overlay/688f0868_01024_02560.png
688f0868_01024_02560,1,"(179, 25)",31.7,8.38,0.05,0.0,0.011,0.012,overlay/688f0868_01024_02560.png
688f0868_01536_00000,0,"(345, 231)",393.6,999.0,0.0,0.0,0.0,0.0,overlay/688f0868_01536_00000.png
688f0868_01536_00512,0,"(474, 271)",47.7,18.02,0.02,0.0,0.0,0.014,overlay/688f0868_01536_00512.png
688f0868_01536_00512,1,"(453, 65)",58.1,18.52,0.02,0.0,0.0,0.012,overlay/688f0868_01536_00512.png
688f0868_01536_01024,0,"(92, 287)",131.6,999.0,0.0,0.0,0.0,0.0,overlay/688f0868_01536_01024.png
688f0868_01536_01024,1,"(74, 77)",83.6,999.0,0.0,0.0,0.0,0.0,overlay/688f0868_01536_01024.png
688f0868_01536_01536,0,"(455, 346)",123.9,999.0,0.0,0.0,0.0,0.0,overlay/688f0868_01536_01536.png
688f0868_01536_01536,1,"(65, 283)",227.6,999.0,0.0,0.0,0.0,0.0,overlay/688f0868_01536_01536.png
688f0868_01536_02048,0,"(368, 352)",238.3,1.32,0.02,0.001,0.004,0.0,overlay/688f0868_01536_02048.png
688f0868_01536_02048,1,"(55, 356)",129.3,18.18,0.0,0.0,0.0,0.004,overlay/688f0868_01536_02048.png
688f0868_01536_02560,0,"(93, 351)",142.3,0.84,0.13,0.018,0.014,0.0,overlay/688f0868_01536_02560.png
688f0868_01536_02560,1,"(325, 323)",124.4,14.0,0.03,0.0,0.0,0.022,overlay/688f0868_01536_02560.png
688f0868_02048_00000,0,"(419, 388)",133.2,999.0,0.0,0.0,0.0,0.0,overlay/688f0868_02048_00000.png
688f0868_02048_00000,1,"(410, 109)",148.9,999.0,0.0,0.0,0.0,0.0,overlay/688f0868_02048_00000.png
688f0868_02048_00000,2,"(224, 50)",25.9,999.0,0.0,0.0,0.0,0.0,overlay/688f0868_02048_00000.png
688f0868_02048_00512,0,"(28, 394)",38.5,999.0,0.0,0.0,0.0,0.0,overlay/688f0868_02048_00512.png
688f0868_02048_00512,1,"(481, 34)",14.6,999.0,0.0,0.0,0.0,0.0,overlay/688f0868_02048_00512.png
688f0868_02048_01024,0,"(111, 435)",97.8,999.0,0.0,0.0,0.0,0.0,overlay/688f0868_02048_01024.png
688f0868_02048_01024,1,"(135, 227)",192.9,999.0,0.0,0.0,0.0,0.0,overlay/688f0868_02048_01024.png
688f0868_02048_01024,2,"(486, 167)",38.2,999.0,0.0,0.0,0.0,0.0,overlay/688f0868_02048_01024.png
688f0868_02048_01024,3,"(117, 37)",65.0,999.0,0.0,0.0,0.0,0.0,overlay/688f0868_02048_01024.png
688f0868_02048_01536,0,"(472, 273)",58.5,0.19,1.34,0.248,0.032,0.0,overlay/688f0868_02048_01536.png
688f0868_02048_01536,1,"(464, 24)",16.1,7.57,0.07,0.0,0.012,0.025,overlay/688f0868_02048_01536.png
688f0868_02048_01536,2,"(93, 276)",328.5,11.26,0.09,0.0,0.0,0.068,overlay/688f0868_02048_01536.png
688f0868_02048_02048,0,"(467, 211)",67.6,0.3,0.64,0.125,0.005,0.0,overlay/688f0868_02048_02048.png
688f0868_02048_02048,1,"(183, 246)",300.1,0.42,0.22,0.041,0.004,0.0,overlay/688f0868_02048_02048.png
688f0868_02048_02048,2,"(66, 16)",17.6,18.68,0.01,0.0,0.0,0.01,overlay/688f0868_02048_02048.png
688f0868_02048_02560,0,"(140, 193)",211.9,5.24,0.01,0.0,0.003,0.0,overlay/688f0868_02048_02560.png
688f0868_02048_02560,1,"(387, 164)",87.2,17.44,0.0,0.0,0.0,0.003,overlay/688f0868_02048_02560.png
688f0868_02560_00000,0,"(365, 431)",103.8,8.78,0.11,0.0,0.017,0.047,overlay/688f0868_02560_00000.png
688f0868_02560_00000,1,"(396, 125)",144.3,12.53,0.09,0.0,0.0,0.072,overlay/688f0868_02560_00000.png
688f0868_02560_00512,0,"(77, 426)",100.4,999.0,0.0,0.0,0.0,0.0,overlay/688f0868_02560_00512.png
688f0868_02560_01024,0,"(199, 410)",158.9,999.0,0.0,0.0,0.0,0.0,overlay/688f0868_02560_01024.png
688f0868_02560_01024,1,"(170, 187)",155.6,999.0,0.0,0.0,0.0,0.0,overlay/688f0868_02560_01024.png
688f0868_02560_01024,2,"(121, 26)",32.8,999.0,0.0,0.0,0.0,0.0,overlay/688f0868_02560_01024.png
688f0868_02560_01536,0,"(279, 264)",344.2,1.65,0.77,0.0,0.255,0.0,overlay/688f0868_02560_01536.png
688f0868_02560_02048,0,"(266, 207)",360.0,0.0,0.53,0.034,0.088,0.078,overlay/688f0868_02560_02048.png
688f0868_02560_02560,0,"(264, 141)",349.5,2.64,2.32,0.0,0.627,0.348,overlay/688f0868_02560_02560.png
688f0868_03072_00000,0,"(356, 45)",51.5,8.42,0.42,0.0,0.029,0.268,overlay/688f0868_03072_00000.png
688f0868_03072_00512,0,"(77, 55)",66.0,999.0,0.0,0.0,0.0,0.0,overlay/688f0868_03072_00512.png
688f0868_03072_01024,0,"(253, 277)",306.6,1.32,0.13,0.001,0.042,0.0,overlay/688f0868_03072_01024.png
688f0868_03072_01536,0,"(261, 470)",42.4,7.46,0.1,0.0,0.021,0.03,overlay/688f0868_03072_01536.png
688f0868_03072_01536,1,"(136, 306)",54.1,0.54,0.19,0.019,0.017,0.037,overlay/688f0868_03072_01536.png
688f0868_03072_01536,2,"(386, 180)",189.8,3.24,0.15,0.0,0.036,0.033,overlay/688f0868_03072_01536.png
688f0868_03072_02048,0,"(274, 142)",266.0,2.52,0.02,0.0,0.007,0.0,overlay/688f0868_03072_02048.png
688f0868_03072_02560,0,"(116, 131)",132.7,999.0,0.0,0.0,0.0,0.0,overlay/688f0868_03072_02560.png
688f0868_03072_02560,1,"(484, 87)",35.5,999.0,0.0,0.0,0.0,0.0,overlay/688f0868_03072_02560.png
688f0868_03072_02560,2,"(343, 94)",104.9,999.0,0.0,0.0,0.0,0.0,overlay/688f0868_03072_02560.png
688f0868_03584_00000,0,"(424, 177)",135.6,5.57,1.17,0.0,0.159,0.553,overlay/688f0868_03584_00000.png
688f0868_03584_00512,0,"(137, 477)",60.3,999.0,0.0,0.0,0.0,0.0,overlay/688f0868_03584_00512.png
688f0868_03584_00512,1,"(176, 205)",187.3,999.0,0.0,0.0,0.0,0.0,overlay/688f0868_03584_00512.png
688f0868_03584_01024,0,"(305, 400)",120.3,999.0,0.0,0.0,0.0,0.0,overlay/688f0868_03584_01024.png
688f0868_03584_01024,1,"(282, 167)",124.5,999.0,0.0,0.0,0.0,0.0,overlay/688f0868_03584_01024.png
688f0868_03584_01536,0,"(311, 476)",35.9,8.31,0.07,0.0,0.016,0.022,overlay/688f0868_03584_01536.png
688f0868_03584_01536,1,"(280, 294)",131.5,5.21,0.13,0.0,0.018,0.06,overlay/688f0868_03584_01536.png
688f0868_03584_01536,2,"(266, 53)",53.0,4.32,0.11,0.0,0.032,0.013,overlay/688f0868_03584_01536.png
688f0868_03584_02048,0,"(444, 279)",17.5,999.0,0.0,0.0,0.0,0.0,overlay/688f0868_03584_02048.png
688f0868_03584_02048,1,"(483, 154)",29.6,999.0,0.0,0.0,0.0,0.0,overlay/688f0868_03584_02048.png
688f0868_03584_02560,0,"(117, 426)",144.9,999.0,0.0,0.0,0.0,0.0,overlay/688f0868_03584_02560.png
688f0868_03584_02560,1,"(104, 152)",129.3,999.0,0.0,0.0,0.0,0.0,overlay/688f0868_03584_02560.png
688f0868_04096_00512,0,"(178, 314)",194.7,4.28,0.08,0.0,0.025,0.0,overlay/688f0868_04096_00512.png
